date,count,bucket,word,wordsmallcaps,average,industry,atv,
04/01/13,100.49,Music shops,Music shops,music shops,above,online,,
05/01/13,56.55,Music shops,Music shops,music shops,below,online,,
06/01/13,52.00,Music shops,Music shops,music shops,below,online,,
07/01/13,58.41,Music shops,Music shops,music shops,below,online,,
08/01/13,58.22,Music shops,Music shops,music shops,below,online,,
09/01/13,61.19,Music shops,Music shops,music shops,below,online,,
10/01/13,64.56,Music shops,Music shops,music shops,below,online,,
11/01/13,70.32,Music shops,Music shops,music shops,below,online,,
12/01/13,85.91,Music shops,Music shops,music shops,below,online,,
01/01/14,65.49,Music shops,Music shops,music shops,below,online,,
02/01/14,57.56,Music shops,Music shops,music shops,below,online,,
03/01/14,60.98,Music shops,Music shops,music shops,below,online,,
04/01/14,56.48,Music shops,Music shops,music shops,below,online,,
01/01/05,73.70,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
02/01/05,70.72,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
03/01/05,89.91,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
04/01/05,83.54,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
05/01/05,86.96,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
06/01/05,84.14,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
07/01/05,86.67,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
08/01/05,86.53,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
09/01/05,100.82,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
10/01/05,119.39,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
11/01/05,211.25,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
12/01/05,260.68,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
01/01/06,92.73,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
02/01/06,78.40,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
03/01/06,93.46,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
04/01/06,91.20,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
05/01/06,97.94,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
06/01/06,88.06,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
07/01/06,96.91,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
08/01/06,93.15,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
09/01/06,92.15,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
10/01/06,126.95,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
11/01/06,208.76,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
12/01/06,262.81,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
01/01/07,91.34,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
02/01/07,70.01,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
03/01/07,102.18,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
04/01/07,92.34,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
05/01/07,91.20,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
06/01/07,86.66,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
07/01/07,99.66,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
08/01/07,96.98,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
09/01/07,92.31,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
10/01/07,141.98,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
11/01/07,232.74,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
12/01/07,311.11,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
01/01/08,89.00,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
02/01/08,87.74,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
03/01/08,97.23,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
04/01/08,101.49,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
05/01/08,102.31,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
06/01/08,98.12,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
07/01/08,101.73,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
08/01/08,96.40,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
09/01/08,109.14,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
10/01/08,127.49,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
11/01/08,185.87,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
12/01/08,309.61,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
01/01/09,92.01,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
02/01/09,77.78,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
03/01/09,91.24,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
04/01/09,91.00,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
05/01/09,82.19,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
06/01/09,85.01,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
07/01/09,89.86,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
08/01/09,75.42,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
09/01/09,94.81,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
10/01/09,116.91,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
11/01/09,209.14,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
12/01/09,260.31,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
01/01/10,71.06,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
02/01/10,67.41,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
03/01/10,88.14,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
04/01/10,75.43,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
05/01/10,72.69,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
06/01/10,79.86,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
07/01/10,80.66,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
08/01/10,77.59,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
09/01/10,83.38,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
10/01/10,98.56,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
11/01/10,190.33,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
12/01/10,228.22,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
01/01/11,71.27,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
02/01/11,60.31,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
03/01/11,73.35,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
04/01/11,65.35,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
05/01/11,64.59,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
06/01/11,61.79,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
07/01/11,59.47,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
08/01/11,60.81,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
09/01/11,63.23,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
10/01/11,74.88,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
11/01/11,119.34,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
12/01/11,161.88,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
01/01/12,56.79,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
02/01/12,55.47,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
03/01/12,84.88,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
04/01/12,50.07,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
05/01/12,50.93,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
06/01/12,47.63,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
07/01/12,53.06,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
08/01/12,53.14,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
09/01/12,50.86,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
10/01/12,68.73,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
11/01/12,100.77,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
12/01/12,122.79,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
01/01/13,50.66,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
02/01/13,53.11,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
03/01/13,52.02,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
04/01/13,51.11,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
05/01/13,52.64,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
06/01/13,50.66,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
07/01/13,57.67,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
08/01/13,53.81,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
09/01/13,63.02,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
10/01/13,68.70,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
11/01/13,120.63,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
12/01/13,182.47,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",above,offline,,
01/01/14,63.04,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
02/01/14,53.11,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
03/01/14,63.84,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
04/01/14,61.64,"Hobbies, toys & games","Hobbies, toys & games","hobbies, toys & games",below,offline,,
01/01/05,102.23,Photographic,Photographic,photographic,above,offline,,
02/01/05,88.67,Photographic,Photographic,photographic,below,offline,,
03/01/05,109.78,Photographic,Photographic,photographic,above,offline,,
04/01/05,100.60,Photographic,Photographic,photographic,above,offline,,
05/01/05,109.14,Photographic,Photographic,photographic,above,offline,,
06/01/05,69.55,Photographic,Photographic,photographic,below,offline,,
07/01/05,115.58,Photographic,Photographic,photographic,above,offline,,
08/01/05,115.13,Photographic,Photographic,photographic,above,offline,,
09/01/05,101.02,Photographic,Photographic,photographic,above,offline,,
10/01/05,98.36,Photographic,Photographic,photographic,below,offline,,
11/01/05,114.38,Photographic,Photographic,photographic,above,offline,,
12/01/05,168.94,Photographic,Photographic,photographic,above,offline,,
01/01/06,105.15,Photographic,Photographic,photographic,above,offline,,
02/01/06,88.56,Photographic,Photographic,photographic,below,offline,,
03/01/06,106.99,Photographic,Photographic,photographic,above,offline,,
04/01/06,94.93,Photographic,Photographic,photographic,below,offline,,
05/01/06,111.00,Photographic,Photographic,photographic,above,offline,,
06/01/06,108.56,Photographic,Photographic,photographic,above,offline,,
07/01/06,117.78,Photographic,Photographic,photographic,above,offline,,
08/01/06,112.69,Photographic,Photographic,photographic,above,offline,,
09/01/06,96.10,Photographic,Photographic,photographic,below,offline,,
10/01/06,104.20,Photographic,Photographic,photographic,above,offline,,
11/01/06,114.06,Photographic,Photographic,photographic,above,offline,,
12/01/06,148.73,Photographic,Photographic,photographic,above,offline,,
01/01/07,100.74,Photographic,Photographic,photographic,above,offline,,
02/01/07,84.93,Photographic,Photographic,photographic,below,offline,,
03/01/07,98.10,Photographic,Photographic,photographic,below,offline,,
04/01/07,92.77,Photographic,Photographic,photographic,below,offline,,
05/01/07,99.63,Photographic,Photographic,photographic,below,offline,,
06/01/07,98.07,Photographic,Photographic,photographic,below,offline,,
07/01/07,110.01,Photographic,Photographic,photographic,above,offline,,
08/01/07,102.73,Photographic,Photographic,photographic,above,offline,,
09/01/07,84.69,Photographic,Photographic,photographic,below,offline,,
10/01/07,91.45,Photographic,Photographic,photographic,below,offline,,
11/01/07,106.57,Photographic,Photographic,photographic,above,offline,,
12/01/07,145.41,Photographic,Photographic,photographic,above,offline,,
01/01/08,91.05,Photographic,Photographic,photographic,below,offline,,
02/01/08,89.00,Photographic,Photographic,photographic,below,offline,,
03/01/08,95.89,Photographic,Photographic,photographic,below,offline,,
04/01/08,94.23,Photographic,Photographic,photographic,below,offline,,
05/01/08,100.65,Photographic,Photographic,photographic,above,offline,,
06/01/08,103.36,Photographic,Photographic,photographic,above,offline,,
07/01/08,106.30,Photographic,Photographic,photographic,above,offline,,
08/01/08,97.49,Photographic,Photographic,photographic,below,offline,,
09/01/08,95.86,Photographic,Photographic,photographic,below,offline,,
10/01/08,93.96,Photographic,Photographic,photographic,below,offline,,
11/01/08,92.65,Photographic,Photographic,photographic,below,offline,,
12/01/08,150.99,Photographic,Photographic,photographic,above,offline,,
01/01/09,105.51,Photographic,Photographic,photographic,above,offline,,
02/01/09,91.13,Photographic,Photographic,photographic,below,offline,,
03/01/09,102.14,Photographic,Photographic,photographic,above,offline,,
04/01/09,93.47,Photographic,Photographic,photographic,below,offline,,
05/01/09,94.45,Photographic,Photographic,photographic,below,offline,,
06/01/09,99.37,Photographic,Photographic,photographic,below,offline,,
07/01/09,110.75,Photographic,Photographic,photographic,above,offline,,
08/01/09,98.16,Photographic,Photographic,photographic,below,offline,,
09/01/09,109.34,Photographic,Photographic,photographic,above,offline,,
10/01/09,103.66,Photographic,Photographic,photographic,above,offline,,
11/01/09,116.80,Photographic,Photographic,photographic,above,offline,,
12/01/09,163.59,Photographic,Photographic,photographic,above,offline,,
01/01/10,91.62,Photographic,Photographic,photographic,below,offline,,
02/01/10,83.54,Photographic,Photographic,photographic,below,offline,,
03/01/10,115.73,Photographic,Photographic,photographic,above,offline,,
04/01/10,96.00,Photographic,Photographic,photographic,below,offline,,
05/01/10,95.46,Photographic,Photographic,photographic,below,offline,,
06/01/10,108.22,Photographic,Photographic,photographic,above,offline,,
07/01/10,108.50,Photographic,Photographic,photographic,above,offline,,
08/01/10,100.32,Photographic,Photographic,photographic,above,offline,,
09/01/10,96.59,Photographic,Photographic,photographic,below,offline,,
10/01/10,93.81,Photographic,Photographic,photographic,below,offline,,
11/01/10,112.40,Photographic,Photographic,photographic,above,offline,,
12/01/10,147.73,Photographic,Photographic,photographic,above,offline,,
01/01/11,87.63,Photographic,Photographic,photographic,below,offline,,
02/01/11,79.50,Photographic,Photographic,photographic,below,offline,,
03/01/11,90.92,Photographic,Photographic,photographic,below,offline,,
04/01/11,93.00,Photographic,Photographic,photographic,below,offline,,
05/01/11,99.60,Photographic,Photographic,photographic,below,offline,,
06/01/11,111.83,Photographic,Photographic,photographic,above,offline,,
07/01/11,111.67,Photographic,Photographic,photographic,above,offline,,
08/01/11,110.47,Photographic,Photographic,photographic,above,offline,,
09/01/11,99.49,Photographic,Photographic,photographic,below,offline,,
10/01/11,94.56,Photographic,Photographic,photographic,below,offline,,
11/01/11,106.90,Photographic,Photographic,photographic,above,offline,,
12/01/11,140.44,Photographic,Photographic,photographic,above,offline,,
01/01/12,94.92,Photographic,Photographic,photographic,below,offline,,
02/01/12,91.38,Photographic,Photographic,photographic,below,offline,,
03/01/12,90.07,Photographic,Photographic,photographic,below,offline,,
04/01/12,99.04,Photographic,Photographic,photographic,below,offline,,
05/01/12,109.89,Photographic,Photographic,photographic,above,offline,,
06/01/12,102.41,Photographic,Photographic,photographic,above,offline,,
07/01/12,103.50,Photographic,Photographic,photographic,above,offline,,
08/01/12,97.95,Photographic,Photographic,photographic,below,offline,,
09/01/12,80.81,Photographic,Photographic,photographic,below,offline,,
10/01/12,90.36,Photographic,Photographic,photographic,below,offline,,
11/01/12,95.90,Photographic,Photographic,photographic,below,offline,,
12/01/12,124.73,Photographic,Photographic,photographic,above,offline,,
01/01/13,76.15,Photographic,Photographic,photographic,below,offline,,
02/01/13,61.13,Photographic,Photographic,photographic,below,offline,,
03/01/13,88.35,Photographic,Photographic,photographic,below,offline,,
04/01/13,75.77,Photographic,Photographic,photographic,below,offline,,
05/01/13,86.06,Photographic,Photographic,photographic,below,offline,,
06/01/13,77.28,Photographic,Photographic,photographic,below,offline,,
07/01/13,86.16,Photographic,Photographic,photographic,below,offline,,
08/01/13,82.12,Photographic,Photographic,photographic,below,offline,,
09/01/13,77.25,Photographic,Photographic,photographic,below,offline,,
10/01/13,76.34,Photographic,Photographic,photographic,below,offline,,
11/01/13,79.50,Photographic,Photographic,photographic,below,offline,,
12/01/13,84.90,Photographic,Photographic,photographic,below,offline,,
01/01/14,73.75,Photographic,Photographic,photographic,below,offline,,
02/01/14,58.61,Photographic,Photographic,photographic,below,offline,,
03/01/14,78.13,Photographic,Photographic,photographic,below,offline,,
04/01/14,64.57,Photographic,Photographic,photographic,below,offline,,
01/01/05,115.63,Handicraft,Handicraft,handicraft,above,offline,,
02/01/05,105.48,Handicraft,Handicraft,handicraft,above,offline,,
03/01/05,116.27,Handicraft,Handicraft,handicraft,above,offline,,
04/01/05,107.40,Handicraft,Handicraft,handicraft,above,offline,,
05/01/05,103.02,Handicraft,Handicraft,handicraft,above,offline,,
06/01/05,104.46,Handicraft,Handicraft,handicraft,above,offline,,
07/01/05,104.72,Handicraft,Handicraft,handicraft,above,offline,,
08/01/05,110.49,Handicraft,Handicraft,handicraft,above,offline,,
09/01/05,107.18,Handicraft,Handicraft,handicraft,above,offline,,
10/01/05,116.18,Handicraft,Handicraft,handicraft,above,offline,,
11/01/05,119.18,Handicraft,Handicraft,handicraft,above,offline,,
12/01/05,106.22,Handicraft,Handicraft,handicraft,above,offline,,
01/01/06,106.82,Handicraft,Handicraft,handicraft,above,offline,,
02/01/06,96.28,Handicraft,Handicraft,handicraft,below,offline,,
03/01/06,108.41,Handicraft,Handicraft,handicraft,above,offline,,
04/01/06,97.66,Handicraft,Handicraft,handicraft,below,offline,,
05/01/06,104.66,Handicraft,Handicraft,handicraft,above,offline,,
06/01/06,96.03,Handicraft,Handicraft,handicraft,below,offline,,
07/01/06,98.31,Handicraft,Handicraft,handicraft,below,offline,,
08/01/06,106.51,Handicraft,Handicraft,handicraft,above,offline,,
09/01/06,101.22,Handicraft,Handicraft,handicraft,above,offline,,
10/01/06,115.89,Handicraft,Handicraft,handicraft,above,offline,,
11/01/06,115.85,Handicraft,Handicraft,handicraft,above,offline,,
12/01/06,99.69,Handicraft,Handicraft,handicraft,below,offline,,
01/01/07,101.67,Handicraft,Handicraft,handicraft,above,offline,,
02/01/07,90.97,Handicraft,Handicraft,handicraft,below,offline,,
03/01/07,102.51,Handicraft,Handicraft,handicraft,above,offline,,
04/01/07,92.92,Handicraft,Handicraft,handicraft,below,offline,,
05/01/07,97.44,Handicraft,Handicraft,handicraft,below,offline,,
06/01/07,92.79,Handicraft,Handicraft,handicraft,below,offline,,
07/01/07,98.58,Handicraft,Handicraft,handicraft,below,offline,,
08/01/07,99.56,Handicraft,Handicraft,handicraft,below,offline,,
09/01/07,92.73,Handicraft,Handicraft,handicraft,below,offline,,
10/01/07,112.38,Handicraft,Handicraft,handicraft,above,offline,,
11/01/07,115.18,Handicraft,Handicraft,handicraft,above,offline,,
12/01/07,96.20,Handicraft,Handicraft,handicraft,below,offline,,
01/01/08,97.58,Handicraft,Handicraft,handicraft,below,offline,,
02/01/08,89.43,Handicraft,Handicraft,handicraft,below,offline,,
03/01/08,87.10,Handicraft,Handicraft,handicraft,below,offline,,
04/01/08,87.53,Handicraft,Handicraft,handicraft,below,offline,,
05/01/08,81.51,Handicraft,Handicraft,handicraft,below,offline,,
06/01/08,78.58,Handicraft,Handicraft,handicraft,below,offline,,
07/01/08,82.16,Handicraft,Handicraft,handicraft,below,offline,,
08/01/08,77.31,Handicraft,Handicraft,handicraft,below,offline,,
09/01/08,84.04,Handicraft,Handicraft,handicraft,below,offline,,
10/01/08,90.84,Handicraft,Handicraft,handicraft,below,offline,,
11/01/08,86.74,Handicraft,Handicraft,handicraft,below,offline,,
12/01/08,79.59,Handicraft,Handicraft,handicraft,below,offline,,
01/01/09,84.27,Handicraft,Handicraft,handicraft,below,offline,,
02/01/09,77.11,Handicraft,Handicraft,handicraft,below,offline,,
03/01/09,85.68,Handicraft,Handicraft,handicraft,below,offline,,
04/01/09,76.26,Handicraft,Handicraft,handicraft,below,offline,,
05/01/09,80.55,Handicraft,Handicraft,handicraft,below,offline,,
06/01/09,79.32,Handicraft,Handicraft,handicraft,below,offline,,
07/01/09,84.10,Handicraft,Handicraft,handicraft,below,offline,,
08/01/09,79.81,Handicraft,Handicraft,handicraft,below,offline,,
09/01/09,87.23,Handicraft,Handicraft,handicraft,below,offline,,
10/01/09,94.31,Handicraft,Handicraft,handicraft,below,offline,,
11/01/09,99.47,Handicraft,Handicraft,handicraft,below,offline,,
12/01/09,88.14,Handicraft,Handicraft,handicraft,below,offline,,
01/01/10,79.26,Handicraft,Handicraft,handicraft,below,offline,,
02/01/10,85.26,Handicraft,Handicraft,handicraft,below,offline,,
03/01/10,98.30,Handicraft,Handicraft,handicraft,below,offline,,
04/01/10,80.73,Handicraft,Handicraft,handicraft,below,offline,,
05/01/10,80.93,Handicraft,Handicraft,handicraft,below,offline,,
06/01/10,91.50,Handicraft,Handicraft,handicraft,below,offline,,
07/01/10,91.76,Handicraft,Handicraft,handicraft,below,offline,,
08/01/10,94.12,Handicraft,Handicraft,handicraft,below,offline,,
09/01/10,93.66,Handicraft,Handicraft,handicraft,below,offline,,
10/01/10,96.85,Handicraft,Handicraft,handicraft,below,offline,,
11/01/10,109.54,Handicraft,Handicraft,handicraft,above,offline,,
12/01/10,89.62,Handicraft,Handicraft,handicraft,below,offline,,
01/01/11,102.66,Handicraft,Handicraft,handicraft,above,offline,,
02/01/11,98.12,Handicraft,Handicraft,handicraft,below,offline,,
03/01/11,112.56,Handicraft,Handicraft,handicraft,above,offline,,
04/01/11,91.39,Handicraft,Handicraft,handicraft,below,offline,,
05/01/11,98.04,Handicraft,Handicraft,handicraft,below,offline,,
06/01/11,142.92,Handicraft,Handicraft,handicraft,above,offline,,
07/01/11,108.74,Handicraft,Handicraft,handicraft,above,offline,,
08/01/11,114.24,Handicraft,Handicraft,handicraft,above,offline,,
09/01/11,111.22,Handicraft,Handicraft,handicraft,above,offline,,
10/01/11,118.17,Handicraft,Handicraft,handicraft,above,offline,,
11/01/11,133.08,Handicraft,Handicraft,handicraft,above,offline,,
12/01/11,97.90,Handicraft,Handicraft,handicraft,below,offline,,
01/01/12,103.49,Handicraft,Handicraft,handicraft,above,offline,,
02/01/12,102.61,Handicraft,Handicraft,handicraft,above,offline,,
03/01/12,101.74,Handicraft,Handicraft,handicraft,above,offline,,
04/01/12,96.67,Handicraft,Handicraft,handicraft,below,offline,,
05/01/12,103.20,Handicraft,Handicraft,handicraft,above,offline,,
06/01/12,93.34,Handicraft,Handicraft,handicraft,below,offline,,
07/01/12,103.65,Handicraft,Handicraft,handicraft,above,offline,,
08/01/12,102.45,Handicraft,Handicraft,handicraft,above,offline,,
09/01/12,99.01,Handicraft,Handicraft,handicraft,below,offline,,
10/01/12,119.14,Handicraft,Handicraft,handicraft,above,offline,,
11/01/12,120.34,Handicraft,Handicraft,handicraft,above,offline,,
12/01/12,98.66,Handicraft,Handicraft,handicraft,below,offline,,
01/01/13,111.47,Handicraft,Handicraft,handicraft,above,offline,,
02/01/13,103.69,Handicraft,Handicraft,handicraft,above,offline,,
03/01/13,104.21,Handicraft,Handicraft,handicraft,above,offline,,
04/01/13,102.95,Handicraft,Handicraft,handicraft,above,offline,,
05/01/13,117.48,Handicraft,Handicraft,handicraft,above,offline,,
06/01/13,96.44,Handicraft,Handicraft,handicraft,below,offline,,
07/01/13,103.85,Handicraft,Handicraft,handicraft,above,offline,,
08/01/13,117.32,Handicraft,Handicraft,handicraft,above,offline,,
09/01/13,108.21,Handicraft,Handicraft,handicraft,above,offline,,
10/01/13,120.09,Handicraft,Handicraft,handicraft,above,offline,,
11/01/13,122.64,Handicraft,Handicraft,handicraft,above,offline,,
12/01/13,106.54,Handicraft,Handicraft,handicraft,above,offline,,
01/01/14,111.14,Handicraft,Handicraft,handicraft,above,offline,,
02/01/14,100.24,Handicraft,Handicraft,handicraft,above,offline,,
03/01/14,110.61,Handicraft,Handicraft,handicraft,above,offline,,
04/01/14,103.11,Handicraft,Handicraft,handicraft,above,offline,,
01/01/05,74.37,Sports shops,Sports shops,sports shops,below,offline,,
02/01/05,65.68,Sports shops,Sports shops,sports shops,below,offline,,
03/01/05,80.02,Sports shops,Sports shops,sports shops,below,offline,,
04/01/05,83.46,Sports shops,Sports shops,sports shops,below,offline,,
05/01/05,95.24,Sports shops,Sports shops,sports shops,below,offline,,
06/01/05,94.76,Sports shops,Sports shops,sports shops,below,offline,,
07/01/05,103.16,Sports shops,Sports shops,sports shops,above,offline,,
08/01/05,106.90,Sports shops,Sports shops,sports shops,above,offline,,
09/01/05,87.49,Sports shops,Sports shops,sports shops,below,offline,,
10/01/05,86.18,Sports shops,Sports shops,sports shops,below,offline,,
11/01/05,89.59,Sports shops,Sports shops,sports shops,below,offline,,
12/01/05,112.32,Sports shops,Sports shops,sports shops,above,offline,,
01/01/06,77.87,Sports shops,Sports shops,sports shops,below,offline,,
02/01/06,66.76,Sports shops,Sports shops,sports shops,below,offline,,
03/01/06,76.57,Sports shops,Sports shops,sports shops,below,offline,,
04/01/06,83.25,Sports shops,Sports shops,sports shops,below,offline,,
05/01/06,99.17,Sports shops,Sports shops,sports shops,below,offline,,
06/01/06,95.37,Sports shops,Sports shops,sports shops,below,offline,,
07/01/06,99.89,Sports shops,Sports shops,sports shops,below,offline,,
08/01/06,101.89,Sports shops,Sports shops,sports shops,above,offline,,
